Date,AEX,GSPC,HSI,N225,EURHKD,EURJPY,EURUSD,3M Libor
2010-01-04,343.0299987792969,1132.989990234375,21823.279296875,10654.7900390625,11.187000274658203,133.38999938964844,1.4423978328704834,0.65375
2010-01-05,342.0199890136719,1136.52001953125,22279.580078125,10681.830078125,11.138400077819824,131.52999877929688,1.4365959167480469,0.65313
2010-01-06,341.4800109863281,1137.1400146484375,22416.669921875,10731.4501953125,11.166999816894531,133.01300048828125,1.4404033422470093,0.65
2010-01-07,340.54998779296875,1141.68994140625,22269.44921875,10681.66015625,11.10319995880127,133.7480010986328,1.4318032264709473,0.64875
2010-01-08,341.94000244140625,1144.97998046875,22296.75,10798.3203125,11.17549991607666,133.49000549316406,1.44110906124115,0.64875
2010-01-11,340.5199890136719,1146.97998046875,22411.51953125,,11.251199722290039,133.6199951171875,1.4511260986328125,0.6375
2010-01-12,336.7699890136719,1136.219970703125,22326.640625,10879.1396484375,11.224300384521484,131.83999633789062,1.447659969329834,0.635
2010-01-13,338.17999267578125,1145.6800537109375,21748.599609375,10735.0302734375,11.262100219726562,132.74000549316406,1.4523905515670776,0.6325
2010-01-14,340.6099853515625,1148.4599609375,21716.94921875,10907.6796875,11.246500015258789,132.3300018310547,1.4499897956848145,0.63188
2010-01-15,337.989990234375,1136.030029296875,21654.16015625,10982.099609375,11.162599563598633,130.57000732421875,1.4390974044799805,0.6275
2010-01-18,339.0299987792969,,21460.009765625,10855.080078125,11.181599617004395,130.64999389648438,1.4406731128692627,0.62125
2010-01-19,341.6099853515625,1150.22998046875,21677.98046875,10764.900390625,11.084099769592285,130.22000122070312,1.4281021356582642,0.62125
2010-01-20,336.29998779296875,1138.0400390625,21286.169921875,10737.51953125,10.960000038146973,128.6699981689453,1.4110342264175415,0.6175
2010-01-21,332.1700134277344,1116.47998046875,20862.669921875,10868.41015625,10.953200340270996,127.45999908447266,1.4097015857696533,0.61625
2010-01-22,329.4800109863281,1091.760009765625,20726.1796875,10590.5498046875,10.98740005493164,127.02999877929688,1.414107084274292,0.61375
2010-01-25,328.510009765625,1096.780029296875,20598.55078125,10512.6904296875,10.989800453186035,127.91999816894531,1.4150075912475586,0.61375
2010-01-26,329.6499938964844,1092.1700439453125,20109.330078125,10325.2802734375,10.94789981842041,126.19999694824219,1.4082324504852295,0.61125
2010-01-27,327.260009765625,1097.5,20033.0703125,10252.080078125,10.907099723815918,126.20800018310547,1.4030951261520386,0.61125
2010-01-28,323.95001220703125,1084.530029296875,20356.369140625,10414.2900390625,10.847200393676758,125.38700103759766,1.3968042135238647,0.61
2010-01-29,327.8999938964844,1073.8699951171875,20121.990234375,10198.0400390625,10.762700080871582,125.16000366210938,1.3866932392120361,0.60875
2010-02-01,331.30999755859375,1089.18994140625,20243.75,10205.01953125,10.815600395202637,126.37300109863281,1.3926994800567627,0.60688
2010-02-02,334.0400085449219,1103.3199462890625,20272.1796875,10371.08984375,10.852100372314453,126.3499984741211,1.3976240158081055,0.60688
2010-02-03,333.0299987792969,1097.280029296875,20722.080078125,10404.330078125,10.792099952697754,126.24700164794922,1.3901052474975586,0.60625
2010-02-04,323.2300109863281,1063.1099853515625,20341.640625,10355.98046875,10.677399635314941,122.87000274658203,1.3744947910308838,0.60625
2010-02-05,315.0400085449219,1066.18994140625,19665.080078125,10057.08984375,10.626199722290039,121.97000122070312,1.368007779121399,0.60125
2010-02-08,316.5,1056.739990234375,19550.890625,9951.8203125,10.610199928283691,121.81099700927734,1.3654673099517822,0.60063
2010-02-09,317.05999755859375,1070.52001953125,19790.279296875,9932.900390625,10.706000328063965,123.70999908447266,1.378207802772522,0.59813
2010-02-10,316.1000061035156,1068.1300048828125,19922.220703125,9963.990234375,10.679900169372559,123.63099670410156,1.3753266334533691,0.59719
2010-02-11,316.79998779296875,1078.469970703125,20290.689453125,,10.627400398254395,122.88200378417969,1.3681762218475342,0.59719
2010-02-12,315.739990234375,1075.510009765625,20268.689453125,10092.1904296875,10.590499877929688,122.62999725341797,1.363493800163269,0.59719
2010-02-15,315.8599853515625,,,10013.2998046875,10.56820011138916,122.46399688720703,1.3603036403656006,0.59719
2010-02-16,318.8399963378906,1094.8699951171875,,10034.25,10.693599700927734,124.22200012207031,1.3767088651657104,0.59969
2010-02-17,323.1300048828125,1099.510009765625,20534.009765625,10306.830078125,10.566399574279785,123.88800048828125,1.3606922626495361,0.6025
2010-02-18,324.29998779296875,1106.75,20422.150390625,10335.6904296875,10.455300331115723,123.83000183105469,1.3461486101150513,0.6025
2010-02-19,325.6000061035156,1109.1700439453125,19894.01953125,10123.580078125,10.5693998336792,124.62000274658203,1.3615074157714844,0.60625
2010-02-22,325.1199951171875,1108.010009765625,20377.26953125,10400.4697265625,10.556500434875488,124.125,1.3605626821517944,0.60625
